year,Investors_Name,total_investment
2016,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",2000000.0
2016,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",2000000.0
2016,3 undisclosed HNIs,2000000.0
2016,"Manish Maheshwari, Contrarian Vriddhi Fund",2000000.0
2016,"Siddhartha Gupta, Ashvin Chadha",2000000.0
2016,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",2000000.0
2016,Exfinity Venture Partners,2000000.0
2016,Aramex Ventures Llc,2000000.0
2016,Romulus Capital,2000000.0
2016,Sophia Investment ApS,2000000.0
2016,"Kalaari Capital, Norwest Venture Partners",2000000.0
2016,Ivy League Alumni Angel Network,2000000.0
2016,"Naveen Arya, Tarun Joshi",2000000.0
2016,"FF Angel, Sequoia Capital",2000000.0
2016,CASHurDRIVE Marketing Pvt Ltd,2000000.0
2016,Man Capital,2000000.0
2016,"Yeahmobi, Fenqile",2000000.0
2016,"Kalaari Capital, India Quotient",1950000.0
2016,Undisclosed investor,1921000.0
2016,Undisclosed HNIs,1845000.0
2016,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",1800000.0
2016,Prime Venture Partners,1750000.0
2016,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\xc2\xa0 Abhishek Jain",1700000.0
2016,Flipkart Logistics Pvt. Ltd,1580000.0
2016,Sashi Reddi & Other unnamed investors,1500000.0
2016,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",1500000.0
2016,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",1500000.0
2016,Kalaari Capital Accelerator Program,1500000.0
2016,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",1500000.0
2016,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",1500000.0
2016,"Accel Partners, Matrix Partners, Girish Mathrubootham",1500000.0
2016,MoMagic Technologies,1475000.0
2016,Mumbai Angels,1450000.0
2016,"Unilazer Fund,\xc2\xa0 Phanindra Sama, Peyush Bansal",1400000.0
2016,Lakshmi Vilas Bank & undisclosed HNIs,1400000.0
2016,"Nandan Nilekani, Accel Partners",1400000.0
2016,undisclosed investor,1375000.0
2016,"Infina Finance Pvt. Ltd, Uday Kotak",1350000.0
2016,"Max Levchin, Scott Banister",1300000.0
2016,The Chennai Angels,1203000.0
2016,"SQue Capital, Grace Capital Ventures, Soham Vencaps",1200000.0
2016,"Kiran Mazumdar-Shaw, Unitus Seed Fund",1200000.0
2016,SAIF Partners,1200000.0
2016,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",1200000.0
2016,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",1200000.0
2016,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",1100000.0
2016,"Plug and Play Tech Center, Steelhead Ventures & Others",1070000.0
2016,"Helion Venture Partners, BeeNext",1050000.0
2016,"YourNest Angel Fund,",1000000.0
2016,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",1000000.0
2016,Blume Ventures,1000000.0
2016,Un disclosed investors,1000000.0
2016,DTDC Express Ltd,1000000.0
2016,Mohit Goel,1000000.0
2016,Omnivore Capital,1000000.0
2016,"S Chand, AdvantEdge Partners",1000000.0
2016,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",1000000.0
2016,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",1000000.0
2016,Aavishkaar Venture Management,1000000.0
2016,"TV Mohandas Pai, LetsVenture",1000000.0
2016,Sunil Mehta,1000000.0
2016,Parampara Capital,1000000.0
2016,"Alok Rawat, Grey Orange Robotics",1000000.0
2016,"hooting Starts Sports LLP, Franchise India Brands",1000000.0
2016,Karanpal Singh & Others,1000000.0
2016,"Pravin Khandelwal, Yatin Kumar Jain",1000000.0
2016,"YourNest Angel Fund, iSON",1000000.0
2016,"Vijay Shekhar Sharma, Pravin Gandhi,\xc2\xa0 Smart Start Fund; Kunal Shah,\xc2\xa0 Sandeep Tandon, Vishal Gondal, & Others",1000000.0
2016,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\xc2\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",1000000.0
2016,Sarath Sura,1000000.0
2016,NB Ventures,1000000.0
2016,Endiya Partners,1000000.0
2016,Nitin Bagmane & Other undisclosed investors,1000000.0
2016,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",1000000.0
2016,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",1000000.0
2016,PurpleTalk Inc,1000000.0
2016,Dunamis Ventures Pte Ltd.,1000000.0
2016,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",1000000.0
2016,"Kris Gopalakrishnan, Dr. Ranjan Pai",1000000.0
2016,"S Chand and Co Pvt Ltd, Blume Ventures",1000000.0
2016,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",1000000.0
2016,Nihon Kotsu Co,1000000.0
2016,Undisclosed HNI investors,1000000.0
2016,Mount Nathan Advisors,1000000.0
2016,Swastika Co Ltd.,1000000.0
2016,Axilor Ventures,1000000.0
2016,YourNest Angel Fund\\xc2\\xa0 & Others,1000000.0
2016,"Mayank Shah, Shreyans Shah",1000000.0
2016,Omnivore Partners,971000.0
2016,Unitus Seed Fund,970000.0
2016,"Anand Sankeshwar, Yang Shu",963000.0
2016,Michael and Susan Dell Foundation,900000.0
2016,Venture Catalysts,900000.0
2016,Infuse Ventures,900000.0
2016,Paul Roy,890000.0
2016,YourNest Angel Fund,850000.0
2016,Next Orbit Ventures Fund,750000.0
2016,"Prime Venture Partners,",750000.0
2016,Ankur Gupta,750000.0
2016,"Lalitesh Katragadda,\xc2\xa0 Ganayantrika Systems",750000.0
2016,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",750000.0
2016,"Currae Healthtech Fund, Unicorn India Ventures",745000.0
2016,Undisclosed,725000.0
2016,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",700000.0
2016,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",675000.0
2016,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",670000.0
2016,"Kae Capital, Khosla Impact",650000.0
2016,"Aspada Investment Advisors, Blume Ventures.",650000.0
2016,"IDG Ventures, Axilor Ventures",600000.0
2016,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",600000.0
2016,"Indian Angel Network, Tracxn Labs & Others",600000.0
2016,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",600000.0
2016,Blume Ventures & Other unnamed Investors,600000.0
2016,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",595000.0
2016,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",550000.0
2016,Undisclosed Ex Mckinsey Directors and Partners,550000.0
2016,Idein Ventures,520000.0
2016,"Kae Capital, Kunal Shah, Sandeep Tandon",500000.0
2016,"Indian Angel Network, Stanford Angels, Entrepreneurs India",500000.0
2016,"Powerhouse Ventures, M&S Partners",500000.0
2016,Mohit Lalvani,500000.0
2016,LetsVenture,500000.0
2016,"Blume Ventures,\xc2\xa0 Tracxn Labs",500000.0
2016,"Chatsworth Management, ITW Digital",500000.0
2016,TVS Group,500000.0
2016,"Indian Angel Network, Let\xe2\x80\x99s Venture",500000.0
2016,"Anupam Mittal, Sharad Sharma & 14 others",500000.0
2016,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",500000.0
2016,Zaffiro Ventures,500000.0
2016,Instalabs,500000.0
2016,Jay Vijayan,500000.0
2016,Eros Labs,500000.0
2016,"CIO Angel Network, Indian Angel Network",500000.0
2016,"RB Investments, Fundnel",500000.0
2016,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",500000.0
2016,Ninestarter,500000.0
2016,Broadbean Capital services,500000.0
2016,EVC Ventures,500000.0
2016,"Ruchirans Jaipuria, Anuj Sanghi",500000.0
2016,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",500000.0
2016,Rob Chandra,500000.0
2016,Existing Investors,500000.0
2016,Unicorn India Ventures,490000.0
2016,Keiretsu Forum,450000.0
2016,Virendra Patel,450000.0
2016,Mahindra Holidays & Resorts India Ltd,450000.0
2016,"havya Sharma, Amit Nagar",450000.0
2016,ah! Ventures,450000.0
2016,Indian Angel network,450000.0
2016,"Roopak Saluja, Vishal Khare",450000.0
2016,Sreenivasa Reddy Musani,448000.0
2016,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",448000.0
2016,Umang Kumar,445000.0
2016,Menterra Social Impact Fund,440000.0
2016,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\xc2\xa0 Ramkumar Nishtal, Arjun Sharmaa",440000.0
2016,Rebright Partners,425000.0
2016,Grex.in,400000.0
2016,Green House Ventures (GHV),400000.0
2016,Bitkemy Ventures,400000.0
2016,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",400000.0
2016,Purvi Ventures & Others,400000.0
2016,Dheeraj Jain & Other angel investors,400000.0
2016,"Varun Aggarwal, Suresh Venkat, Raj Y",400000.0
2016,Swastika Company Ltd,380000.0
2016,Rainmatter,375000.0
2016,"Swan Angel Network,Sachin Khandelwal and others",375000.0
2016,Group of undisclosed Angel Investors & HNIs,375000.0
2016,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",370000.0
2016,Carpediem Capital & Others,368000.0
2016,Quarizon,365000.0
2016,"Pix Vine Capital, Infocomm Development Authority of Singapore",360000.0
2016,Qualcomm (Through QPrize Contest),350000.0
2016,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",350000.0
2016,Anglian Omega Network,350000.0
2016,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",330000.0
2016,Taxmann,324000.0
2016,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",315000.0
2016,"Indian Angel Network,",300000.0
2016,Hyderabad Angels,300000.0
2016,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",300000.0
2016,Farooq Oomerbhoy & Other angel investors,300000.0
2016,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",300000.0
2016,Prashant Puri,300000.0
2016,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",300000.0
2016,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",300000.0
2016,Janak Jain,300000.0
2016,Hemant Sahni,300000.0
2016,Lothal Angel Ventures,298000.0
2016,Swastika Investmart Ltd,297000.0
2016,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",297000.0
2016,Sanjeev Sinha,295000.0
2016,vCommission,289000.0
2016,Undisclosed Investor,275000.0
2016,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",250000.0
2016,GEMS group,250000.0
2016,"Gaurav Singhvi, Zaffiro Ventures",250000.0
2016,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",250000.0
2016,"Dr. Sridhar Ramaswamy, Rakesh Mathur",250000.0
2016,Green House Ventures Accelerator,250000.0
2016,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",250000.0
2016,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",250000.0
2016,"Equity Crest, Vinners, Sparknext",250000.0
2016,Unicorn Ventures,250000.0
2016,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",250000.0
2016,DSG Consumer Partners,227000.0
2016,Unicorn Venture,225000.0
2016,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",223608.0
2016,Aarin Capital,220000.0
2016,"Purvi Ventures, Rajul Garg, Vipin Arora",210000.0
2016,1Crowd (through crowdfunding),209000.0
2016,"Dileep Bhatt, Milind Chaudhary",200000.0
2016,Deepak Gupta,200000.0
2016,"Anirudh Damani, Vikram Lakhotia",200000.0
2016,Viraj Tyagi & Others,200000.0
2016,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",200000.0
2016,Kanpur Angels & Others,200000.0
2016,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\xc2\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",200000.0
2016,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",200000.0
2016,"Varun Khurana, Samar Singla, Vinay Bansal,",200000.0
2016,Rattan Chadha,200000.0
2016,50K Ventures,200000.0
2016,BlackJag Partners,200000.0
2016,1Crowd (through crowd funding),200000.0
2016,"Kedar Lele, GHV Accelerator",200000.0
2016,"Mudit Saxena, Evan Lim",200000.0
2016,Lion Ventures,200000.0
2016,"TermSheet, ah! Ventures",185000.0
2016,Now Capital,180000.0
2016,"Chandrashekar Tallapragada, Pankaj Kapoor",180000.0
2016,"Shruth & Smith Group, Hermes Group",180000.0
2016,Yajnanarayana Kammaje,160000.0
2016,Swan Angel Network,150000.0
2016,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",150000.0
2016,Funding through 1Crowd platform,150000.0
2016,Newbie Promoters,150000.0
2016,"Shekhar Sahu, Nitesh Pant",150000.0
2016,"Ameera Shah, Vivek Bhargava",150000.0
2016,GROUPE SOS,150000.0
2016,IvyCap Ventures,150000.0
2016,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",150000.0
2016,Dr. Rameshwar Kumar,150000.0
2016,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",150000.0
2016,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",150000.0
2016,Dr. Aniruddha Malpani,150000.0
2016,Vijay Shekhar Sharma,150000.0
2016,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",150000.0
2016,Rajasthan Angel Investor Network & Others,149000.0
2016,Info Edge (India),147000.0
2016,Undisclosed multiple investors,147000.0
2016,"Vivek Bhargava, Ameera Shah",147000.0
2016,Kapil Goel,145000.0
2016,Ankush Mehta,145000.0
2016,Jayabalan Subramanian,125000.0
2016,"GEMS Advisory, Quarizon",123000.0
2016,"Rannvijay Singh, Anita Hassanandani",108000.0
2016,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",104000.0
2016,Sudhir Mehta,100000.0
2016,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",100000.0
2016,HAX Accelerator,100000.0
2016,Lalit Vase,100000.0
2016,Krishna Rokhale,100000.0
2016,"Devidas Desai, Vipul Gautam, Singapore Angel Network",100000.0
2016,"Rajeev Agrawal, Prashant Gooty",100000.0
2016,Newbie Promoter Pvt Ltd,100000.0
2016,"Daman Soni, Rajat Gupta & Others",100000.0
2016,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",100000.0
2016,"Riju Gupta, Kamal Chabra",100000.0
2016,Katabole Technology Venture,100000.0
2016,Digital Financial Service Lab,100000.0
2016,Shiva Ashok & Other unnamed investors,100000.0
2016,Undisclosed private investors,100000.0
2016,Multiple investors through Ten Minute Million competition,90000.0
2016,Devdeep Singh,90000.0
2016,Harsh Vardhan Hada,50000.0
2016,"Jitendra Gupta, Pankaj Tripathi",50000.0
2016,Mukesh Kumar Gupta,50000.0
2016,GBIM Technologies Pvt Ltd,45000.0
2016,A M Sikander,45000.0
2016,Swastika Company Ltd.,40000.0
2016,"Mahendra Patel, Nilender Chauhan",40000.0
2016,Sa\\xc3\\xafd Business School Seed Fund.,40000.0
2016,Oranda Global & Others,30000.0
2016,Ingram Content Group,30000.0
2016,Naveen Gupta,30000.0
2016,Viridian Capital,30000.0
2016,Promatus Group,27000.0
2016,"India Quotient, Rajul Garg, Rajesh Yabaji, Chanakya Hridaya, Ramasubramaniam B, Vishwanathan, Nobel House, Sunstone Capital",
2016,Hitesh Windlass,
2016,"Jaspal Bindra, Parth Jindal",
2016,HBM Healthcare Investments,
2016,"Ajay Nanavati, Afsal Salu",
2016,Pradeep Dhobale,
2016,Aspire Systems,
2016,Swastika Company Pvt Ltd,
2016,Ajay Data & undisclosed HNIs,
2016,Mohit Gulati,
2016,GirnarSoft,
2016,Satish Jamdar,
2016,Grasshoppers,
2016,"TV Mohandas Pai, Aarin Capital",
2016,"StartupXseed Ventures, The Phoenix Fund and others",
2016,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",
2016,Ravi Linganuri,
2016,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",
2016,Fireside Ventures & Others,
2016,"Verlinvest, DSG Consumer Partners",
2016,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",
2016,Anurag Chauhan,
2016,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",
2016,Snow Leopard Technology Ventures,
2016,"Inventus Capital Partners, Blume Ventures & Others",
2016,Sachin Tendulkar,
2016,Chandigarh Angels Network,
2016,Mukesh Bansal,
2016,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",
2016,"Mustafa Wajid, Umang Kumar & Others",
2016,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",
2016,Pramod Bhasin,
2016,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",
2016,Ambit Pragma,
2016,Ratan Tata,
2016,"Indian Angel Network, Healthsquad, Axilor Ventures",
2016,"Bhavish Aggarwal, Ankit Bhati",
2016,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",
2016,"Calcutta Angel Network, Appliyifi",
2016,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",
2016,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",
2016,Manipal Global Education Services,
2016,Purvi Ventures,
2016,"Beenext, Digital Garage, Lightbox, Beenos",
2016,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",
2016,"Raj Gala Shah, Zaheer Memon",
2016,Sachin Dalal,
2016,Intelli Reboot Digital Pvt. Ltd,
2016,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",
2016,Indian Angels Network,
2016,Cipher-Plexus Capital Advisors & Indian HNIs,
2016,Radhakrishnan Natarajan & Others,
2016,Times Internet Ltd,
2016,Villgro,
2016,Ajay Data & other HNIs,
2016,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",
2016,Subramanya SV,
2016,"Vandana Luthra,",
2016,Rothenberg Ventures,
2016,"The Chennai Angels, LetsVenture",
2016,Anand Chandrasekaran,
2016,Foxconn Technology Group & Others,
2016,"AVG Group, 500 Startups",
2016,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",
2016,"Apoorv Ranjan Sharma, Daud Ali and others",
2016,IvyCap Ventures and Unicorn India Ventures,
2016,Amadeus Capital,
2016,Nimmagadda Prasad,
2016,Ganesh Natarajan,
2016,Scale Ventures,
2016,Janak Parikh,
2016,"The Chennai Angels, Ritesh Mehta, Aruna Ganesh Ram",
2016,Dinesh Agarwal,
2016,Ashvin Chadha,
2016,"Anita Dongre, Yash Dongre, Milind Sarwate",
2016,StartupXseed Ventures,
2016,"IDG Ventures, Inventus Capital, Indian Angel Network",
2016,"Farooq Adam, Ambi Parameswaran,",
2016,"Ankit Maheshwari, Anand Singh",
2016,Rajul Garg & Others,
2016,"Sachin Bansal, Binny Bansal",
2016,"Geniee, Inc, Purvi Capital",
2016,TVS Automobile Solutions Ltd,
2016,Dino Morea,
2016,"Sequoia India, Exfinity Ventures, growX ventures,",
2016,Cameron Jones,
2016,"NTT Finance, Telephone Corporation",
2016,Edelweiss Financial Services,
2016,Vineet Nalla,
2016,HCS Venture capital fund,
2016,Gati Ltd,
2016,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",
2016,"Vineet Taneja, Kamal Puri",
2016,Rajan Anandan,
2016,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",
2016,"Incubate Fund, Lead Angels Group & Others",
2016,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",
2016,Valpro Capital and existing investors,
2016,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",
2016,SoftBank Ventures Korea,
2016,Wingify,
2016,Lalit Mangal & Others,
2016,Max Ventures and Industries,
2016,GPA group,
2016,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",
2016,Ashish Gupta,
2016,"Sachin Bansal, Binny Bansal, Accel Partners & Others",
2016,Quarizon Consultancy Services LLP,
2016,Vijay Kedia,
2016,MeritTrac,
2016,"Ajith Sukumaran, Currae Healthtech Fund",
2016,"Mohit Goel, Vinod Jain & Others",
2016,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",
2016,Amit Choudhary,
2016,Centre for Innovation Incubation and Entrepreneurship (CIIE),
2016,MCube8,
2016,"V. Krishna Prasad, Bhupen Shah & Others",
2016,"Hyderabad Angels, TLabs",
2016,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",
2016,Gleevoaz Ventures,
2016,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",
2016,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",
2016,Equentia Natural Resource & Other undisclosed investors,
2016,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",
2016,"Sudhir Mehta, Anoop Hingorani",
2016,BetOnIndia Technology Pvt Ltd,
2016,Scadea Solutions Inc,
2016,Speridian Technologies,
2016,Grace Capital Ventures,
2016,"500 Startups, Littlerock, Singularity Ventures",
2016,"Sanjai Vohra, V. Bunty Bohra",
2016,William Bissel,
2016,KAE capital,
2016,Nimit Panigrahi,
2016,CP Bothra,
2016,Mahindra Univeg,
2016,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",
2016,"Abhijit Avasthi, Karan Chellani, SP Vijay",
2016,"Raghunandan G, Venturesity, Arihant Patni",
2016,PremjiInvest,
2016,"Kashyap Deorah, Rajul Garg, Maninder Gulati",
2016,Sumit Jain,
2016,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",
2016,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",
2016,GIC,
2016,"M&Y Partners, SVG Media, Anthil Ventures & others",
2016,Google Capital,
2016,3 undisclosed investors,
2016,"Kanodia family, Amit Banka",
2016,"Kludein LLC\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",
2016,Abhinav Mathur,
2016,"Axilor, undisclosed investors",
2016,Matt Glickman,
2016,Soniks Consulting,
2016,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",
2016,Chennai Angels,
2016,"Sanjay Verma, Amit Khanna (LetsVenture)",
2016,Beenext,
2016,"Sarbvir Singh, Raghav Bahl",
2016,Times Group,
2016,"Alex Chua, Rahul Garg",
2016,"Omidyar Network, Accel Partners & existing investors",
2016,Asuka Holdings,
2016,"Sujal Shah, Dino Morea",
2016,3One4 Capital,
2016,"YourNest Angel Fund, Rajul Garg",
2016,"Mahesh Parasuraman, Rahul Gautam & Others",
2016,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",
2016,"Calcutta Angels, Lead Angels & Others",
2016,Arun Chandra Mohan,
2016,Sumpoorna Group,
2016,"Hyderabad Angels, Lalit Mangal,\xc2\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",
2016,Blume Ventures & Others,
2016,Dr. Pooja Gandhi,
2016,Rohit MA,
2016,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",
2016,"Mohan Kumar, V. Balakrishnan",
2016,"Satish Vasudeva, Madhusudhan Jujare & Others",
2016,Anil Kapoor,
2016,"Dr Nandish Domlur, Amit Sandill",
2016,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",
2016,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",
2016,Ashish Gupta and other undisclosed investors,
2016,"Ram Shriram, Neeraj Arora, Puru Vashishtha",
2016,"Vinod Bansal, Sanjeev Singhal",
2016,"Kunal Shah, Sandeep Tandon, Tracxn Labs",
2016,"Mohandas Pai, Varun Aggarwal",
2016,YMS Mobitech,
2016,500 Startups,
2016,Hamraj Kumar,
2016,"Lightspeed Venture Partners, K Ganesh",
2016,Vineet Singh,
2016,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",
2016,Nazara Technologies Pvt Ltd,
2016,"Phanindra Sama, Raghunandan G,",
2016,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\xc2\xa0 Arpan Nagdeve",
2016,"Astarc Ventures, Anand Chandrasekaran",
2016,"Helion Ventures, Blume ventures",
2016,"Saha Fund, Exfinity Venture Partners & Others",
2016,RN Agarwal,
2016,Hemang Sahani,
2016,StartUp Equity Partners,
2016,"Puneet Gupta,",
2016,GAIN,
2016,Anand Mahindra,
2016,"American Express Ventures, Sequoia Capital",
2016,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",
2016,Maple Capital Advisors,
2016,Atul Ingle,
2016,"Bhavish Aggarwal, Binny Bansal,\xc2\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",
2016,"WaterBridge Ventures,",
2016,"IDG, Indian Angel Network",
2016,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",
2016,Hitouch AG,
2016,"Kinnevik Group, Rocket Internet",
2016,IvyCamp Ventures,
2016,Idea Wave Labs,
2016,"Undisclosed investors, Accel Partners, Helion Venture Partners",
2016,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",
2016,Huzaifa Khorakiwala,
