year,Investors_Name,total_investment
2015,Asha Jadeja Motwani & Others,300000.0
2015,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",300000.0
2015,Enablers platform,300000.0
2015,Payal Syal,300000.0
2015,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",290000.0
2015,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",285000.0
2015,LetsVenture,280000.0
2015,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",270000.0
2015,Purvi Capital,260000.0
2015,QPrize from Qualcomm Ventures,250000.0
2015,Cross Border Angels & others,250000.0
2015,Chennai Angels,250000.0
2015,"Sol Primero, Rajiv Mehta",250000.0
2015,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",250000.0
2015,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",250000.0
2015,"Virendra Shahney, Dr Paresh Doshi",250000.0
2015,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",250000.0
2015,M&S Partners Pte. Ltd,250000.0
2015,ID Enablers Pvt Ltd,250000.0
2015,Swastika,250000.0
2015,"Gujarat based angel investors, MMY co-Founder",245000.0
2015,"Sol Primero, Outbox Ventures, Nikunj Jain",240000.0
2015,GREX,230000.0
2015,Nalin Jain & other angel investors,220000.0
2015,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",205000.0
2015,Green House Ventures,200000.0
2015,S Chand and Co Pvt Ltd,200000.0
2015,Viraj Tyagi & others,200000.0
2015,"Rimpal Chawla, Anuj Srivastava",200000.0
2015,Prashanth Ranganathan,200000.0
2015,"Rudy Gopalakrishnan, ah! Ventures",200000.0
2015,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",200000.0
2015,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",200000.0
2015,Manipal Group,200000.0
2015,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\nNitin Singhal & Others",200000.0
2015,"Prahlad Rao, Sundara Rajan, Vikram Chachra",200000.0
2015,Sean O\\xe2\\x80\\x99Sullivan & Others,190000.0
2015,"Astarc Ventures, 50K Ventures & others",180000.0
2015,"Tim Chen, Sanjay Venkat",180000.0
2015,"Elliot Stechman, Gautam Sinha, Ambarish Ray",168000.0
2015,"Kunal Bahl, Rohit Bansal",168000.0
2015,Ramesh kavediya,166000.0
2015,I-cube-N,166000.0
2015,"Amit Tyagi, Sandeep Acharya & others",165000.0
2015,Hyderabad based investor,165000.0
2015,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",161000.0
2015,Adroitent Pvt. Ltd.,161000.0
2015,"Intellecap Impact Investment Network, family office fund",160000.0
2015,"V Balakrishnan, T V Mohandas Pai",160000.0
2015,Equentia Natural Resources,160000.0
2015,Sol Primero,160000.0
2015,R M Picture Company Pvt. Ltd.,150000.0
2015,Multiple investors,150000.0
2015,High Networth Individuals (undisclosed),150000.0
2015,Mahavir Pratap Sharma,150000.0
2015,Tarun Arora,150000.0
2015,Florida based Angel investor,150000.0
2015,"Varun Ahuja, Anubhav Verma",150000.0
2015,undisclosed investor,150000.0
2015,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",150000.0
2015,"LetsVenture, Mohandas Pai",150000.0
2015,"Jozef Bardik, Leo Wang Sangeeth Ram",150000.0
2015,Vineel Nalla & Others,150000.0
2015,KCL,140000.0
2015,UK based Group of Angel Investors,140000.0
2015,"Tom Clausen, Rohan Ajila, Haldyn Glass",135000.0
2015,"Rajesh Bhatia, Dheeraj Mehta & Others",130000.0
2015,500 Startups,125000.0
2015,Seedrs Crowd funding platform,125000.0
2015,Y Combinator,120000.0
2015,Group of Angel Investors from US/India,120000.0
2015,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",120000.0
2015,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",115000.0
2015,"Raghu Khanna, Sameer Gupta",110000.0
2015,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",100000.0
2015,Gopal Aggarwal,100000.0
2015,Aarti Group,100000.0
2015,Tania Johny Palathinkal,100000.0
2015,Ajeet Khurana & Others,100000.0
2015,Ashish Jhalani,100000.0
2015,Jitendra Gupta & others,100000.0
2015,"Alok Bajpai, Rajnish Kumar, Amit Dey",100000.0
2015,Solidarity Venture Capital & others,100000.0
2015,"Anand Vijay, Shashank Mehrotra & Others",100000.0
2015,Anil Menon,100000.0
2015,Pittie Group,100000.0
2015,"Sumit Gandhi, Manish Gandhi",100000.0
2015,Hyderabad Angels (at Startup Heroes event),80000.0
2015,Puneet Bhatia & others,80000.0
2015,"Neha Vats, Gaurav Vats",80000.0
2015,Unnamed investor,77000.0
2015,Suyash Sharma,77000.0
2015,Turning Ideas,50000.0
2015,Kickstarter,30768.0
2015,Not Disclosed,20000.0
2015,"Mato Peric, Peter Kabel & others",
2015,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\xc2\xa0 Arjun Malhotra, Gautam Gandhi",
2015,Punit Soni,
2015,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",
2015,"The Saha Fund, TV Mohandas Pai",
2015,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",
2015,Extreme Venture Partners\\xc2\\xa0 William Bissell,
2015,Vectr Ventures,
2015,"Tracxn, Ashish Goenka & Others",
2015,Consortium of Angel Investors,
2015,Lead Angels,
2015,"Ajit Surana, Sanjay Mehta",
2015,Alok Goel,
2015,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\xc2\xa0 Ganapathy Venugopal.",
2015,Sandeep Aggarwal,
2015,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",
2015,"Aarin Capital Partners,",
2015,Micromax Informatics,
2015,Suresh Vaswani,
2015,"Growx Ventures, Manish Singhal",
2015,Saina Nehwal,
2015,Sanjay Mehta,
2015,"Impact Investment Holding, Upaya Social Ventures",
2015,Manpreet Singh,
2015,"Zishaan Hayath, Rahul Khanna & Others",
2015,Alok Mittal,
2015,VentureNursery,
2015,Puneet Dalmia,
2015,GrowthStory,
2015,Beerud Sheth and Ravi Mantha,
2015,Mayank Singhal and others,
2015,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",
2015,Jan Manten,
2015,Armat Group,
2015,CIO Angel Network (CAN),
2015,Atul Jalan,
2015,"responsAbility Investments, Infuse Ventures",
2015,Sixth Sense Ventures,
2015,Omidyar Network,
2015,Times Group Brand Capital,
2015,Unigrowth Inc,
2015,Mumbai Angels & Group of other investors,
2015,"Redcliffe Capital, YourNest Angel Fund",
2015,"Devesh Sachdev, Ashish Tiwari",
2015,Vidyadhar Sarfare,
2015,"Rohit Bansal, Kunal Bahl, Nikhil Vora",
2015,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",
2015,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",
2015,"Sachin Bhatia, Rajesh Sawhney",
2015,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",
2015,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",
2015,"LetsVenture, Mumbai Angels",
2015,"Vijay Shekhar Sharma, Singapore Angels Network",
2015,\\xc2\\xa0Goldman Sachs,
2015,"August Capital Partners, Michael Blakey",
2015,Shopclues,
2015,"TracxnLabs, Jitendra Gupta, Prashant Tandon",
2015,Ant Financial Services (Alipay),
2015,India Educational Investment Fund,
2015,Sunergy Investors,
2015,Group of Investors,
2015,"\xc2\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",
2015,"HT Media, Arun Duggal",
2015,Ventureworks India,
2015,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",
2015,"Delhivery, Tracxn Labs",
2015,Premji Invest & Mayfield Fund,
2015,Earlsfield Capital,
2015,Rajat Malhotra,
2015,"Pawan Borle, SVP Fly Dubai & Others",
2015,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",
2015,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",
2015,Ratan Tata,
2015,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",
2015,Quintillion Media,
2015,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",
2015,"Accel Partner, Jungle Ventures",
2015,\\xc2\\xa0IndianIdeas.com,
2015,Ibibo Group,
2015,"Dewang Neralla,Roopak Taneja, Manisha Gupta",
2015,Rohit Goel,
2015,"DSG Consumer Partners, Siddharth Parekh",
2015,YourWeCan Ventures,
2015,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",
2015,"IDG Ventures, Kris Gopalakrishnan",
2015,Existing & New Investors,
2015,"Tracxn Labs, Deepak Singh",
2015,"Centre For Incubation & Business Acceleration (CIBA), Goa",
2015,Paytm (One97 communications),
2015,IDG Ventures India,
2015,Sprout Angels LLP,
2015,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",
2015,Anand Mahindra,
2015,B S Nagesh,
2015,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",
2015,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",
2015,Shrem Strategies,
2015,RVCF and SIDBI,
2015,"YouWeCan Ventures,\xc2\xa0 Aprameya Radhakrishna",
2015,Tracxn Labs,
2015,Quikr,
2015,India Quotient & other investors,
2015,Unitus Seed Fund,
2015,"Tracxn Labs, Sahil Barua",
2015,Flipkart,
2015,Bedrock Ventures,
2015,Ravi Agarwal,
2015,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",
2015,\\xc2\\xa0Forum Synergies PE Fund,
2015,"Inara Capital , Rishi Khiani",
2015,"India Quotient, Anupam Mittal & others",
2015,Mohandas Pai,
2015,Axilor Ventures,
2015,"Rajan Anandan, Mike Galgon, Ashim Mehra, Mohit Saxena, Ravi Gururaj, TNN Capital & IIG",
2015,FIH Mobile Ltd,
2015,Samir Shah,
2015,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",
2015,"Matrix Partners India, India Quotient",
2015,\\xc2\\xa0Palaash Ventures,
2015,YourNest Angel Fund,
2015,Springboard Ventures,
2015,Chandigarh Angel Network (CAN),
2015,Omnivore Partners,
2015,"NEA, Blume Ventures & others",
2015,Powai Lake Ventures,
2015,Splice Advisors,
2015,"Ratan Tata, Nikhil Vora & others",
2015,Varun Agarwal & Others,
2015,Infuse Ventures fund,
2015,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",
2015,"R Natarajan, Mohan Alexander",
2015,Umesh Yadav,
2015,"Sachin Bansal, Binny Bansal",
2015,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",
2015,"Kae Capital, Kunal Bahl, Rohit Bansal",
2015,"Accel Partners, Anupam Mittal & other marquee investors",
2015,"Sanjay Sethi, Ravi Jaipuria & others",
2015,"Life.SREDA, Qualgro",
2015,"Infuse Ventures, Low Carbon Enterprise Fund",
2015,Manish Gupta,
2015,Tracxn Syndicate,
2015,Chandigarh Angels Network,
2015,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",
2015,"GWB Group, Blume Ventures",
2015,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",
2015,CIO Angel Network,
2015,Mark Mobius & 9 Other Angel investors,
2015,"Unitus Seed Fund, Times Internet",
2015,"Mandeep Singh, Jairaj Singh",
2015,"\xc2\xa0LetsVenture, Kumar Bansal, Kshitij Jain",
2015,\\xc2\\xa0Tiger Global,
2015,MakeMyTrip Innovation Fund,
2015,Ennovent Impact Investment Holding,
2015,"Suresh Senapaty, TV Mohandas Pai",
2015,"Anand Rajaraman, Venky Harinarayan",
2015,Prime Capital Markets Ltd,
2015,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",
2015,Kaizen Private Equity,
2015,The Phoenix Fund,
2015,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",
2015,Jaydeep Barman,
2015,Sargod Ventures,
2015,Vijay Shekhar Sharma,
2015,"Rohit Jain, Amit Rambhia & Others",
2015,Palaash Ventures,
2015,Sandeep Dama & Others,
2015,Jupiter Capital,
2015,Astarc Ventures & Others,
2015,"CCube Angels, Frontline Strategy",
2015,"B M Gupta, Vinod Singhal",
2015,Chip Perry,
2015,Ash Bhardwaj,
2015,"Deepak Shahdadpuri, Gulpreet Kohli",
2015,"Umang Kumar, Ruchir Arora & others",
2015,JMR Infotech India Pvt Ltd,
2015,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",
2015,Pravin Agarwala & others,
2015,Yuvraj Singh,
2015,Micromax Informatics Ltd,
2015,Sunil Maheshwari & group of investors,
2015,"\xc2\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",
2015,Dr David Cheriton,
2015,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",
2015,Aprameya Radhakrishna,
2015,SAIF Partners & others,
2015,Lightspeed Venture Partners,
2015,Aarin Capital Partners,
2015,"growX ventures,\xc2\xa0 Manish Singhal",
2015,growX ventures,
2015,Ashish Gupta,
2015,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",
2015,"Rebright Partners, Tracxn Labs, Aneesh Reddy",
2015,"Kris Gopalakrishnan, Nagaraja Prakasam",
2015,The Chennai Angels,
2015,"Bessemer Venture Partners, Anil Chopra",
2015,Prakhar Bumb,
2015,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",
2015,TV Mohandas Pai\\xe2\\x80\\x99s family office,
2015,Logtally,
2015,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",
2015,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",
2015,Subodh Gupta,
2015,"500 Startups, Mato Peric & Others",
2015,Vijai Laxmi,
2015,HT Digital Media Holdings Ltd,
2015,Nandan Nilekani,
2015,Vishwas Patel,
2015,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",
2015,Group of angel investors,
2015,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",
2015,Mangrove Capital Partners,
2015,Dinesh Agarwal,
2015,One97 Communications,
2015,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",
2015,"IvyCap Ventures, Inventus Capital",
2015,CMYK Health Boutique Pvt Ltd & Other individual investors,
2015,Atulya Mittal,
2015,Lightspeed Ventures,
2015,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",
2015,"Ashutosh Lawania, Alok Goel & others",
2015,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",
2015,ANALEC,
2015,Applyifi,
2015,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",
2015,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",
2015,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",
2015,"Natarajan Iyer,Rajesh Sawhney,\xc2\xa0 & other Angel investors.",
2015,Best Foodworks,
2015,"\xc2\xa0 Sandeep Aggarwal, Teruhide Sato",
2015,Jitendra Gupta,
2015,HDFC Bank,
2015,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",
2016,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,200000000.0
2016,Ctrip.com International Ltd,180000000.0
2016,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",175000000.0
2016,Abraaj Group,150000000.0
2016,"Temasek Holdings, March Capital, Warburg Pincus",145000000.0
2016,Khazanah Nasional Berhad,100000000.0
2016,"GIC, Tiger Global Management, Nexus Venture Partners",100000000.0
2016,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",100000000.0
2016,"Stripes Group, Network 18, Accel Partners, SAIF Partners",82000000.0
2016,Warburg Pincus,75000000.0
2016,"Sequoia India, Sofina",75000000.0
2016,SoftBank Group,62000000.0
2016,MediaTek Inc.,60000000.0
2016,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",60000000.0
2016,"Sequoia Capital India, Accel Partners",55000000.0
2016,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",51000000.0
2016,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",50000000.0
2016,Emerald Media,50000000.0
2016,"GMO Payment Gateway, MediaTek",50000000.0
2016,Brand Capital,48225000.0
2016,Tiger Global,40000000.0
2016,Net1 UEPS Technologies Inc,40000000.0
2016,Sequoia Capital,38250000.0
2016,Torrent Group,37000000.0
2016,APIS Partners,35000000.0
2016,"Emerald Media, Premji Invest",35000000.0
2016,"Harmony Partners, RB Investments & existing investors",35000000.0
2016,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",32000000.0
2016,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",31300000.0
2016,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",30000000.0
2016,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",30000000.0
2016,"Lightbox Ventures, Axis Capital & Others",30000000.0
2016,Hero MotoCorp,27000000.0
2016,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",25000000.0
2016,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\xc2\xa0 Falcon Edge",25000000.0
2016,Xiaomi Inc,25000000.0
2016,Ford Smart Mobility Llc,24000000.0
2016,"Microsoft Ventures, Salesforce Ventures",23000000.0
2016,Epsilon Venture Partners,23000000.0
2016,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",21000000.0
2016,Alpha Capital,20000000.0
2016,"Delta Partners, Sequoia India,\xc2\xa0 Mayfield, Blacksoil, Trifecta Capital",20000000.0
2016,Bhavin Turakhia,19000000.0
2016,Undisclosed investors,18808000.0
2016,NanoHoldings,18000000.0
2016,"Zodius Technology Fund, Lightspeed Venture Partners",17000000.0
2016,"Zodius Capital, Lightspeed Venture Partners",16500000.0
2016,Axiata Digital,16000000.0
2016,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",16000000.0
2016,Bravia Capital,16000000.0
2016,Westbridge Capital Partners,15600000.0
2016,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",15000000.0
2016,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",15000000.0
2016,"Norwest Venture Partners, Accel India",15000000.0
2016,Bertelsmann India Investments,15000000.0
2016,Naturals Salon Chain,15000000.0
2016,SoftBank Corp,15000000.0
2016,Bessemer Venture Partners,15000000.0
2016,International Financial Corporation,15000000.0
2016,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",15000000.0
2016,"IDFC SPICE Fund, Micromax Informatics",15000000.0
2016,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",15000000.0
2016,"Accel Partners, IDG Ventures, Kalaari Capital",15000000.0
2016,Franklin Templeton International Services Pvt. Ltd,15000000.0
2016,Agarwal Movers Group,14900000.0
2016,Times of India Group & Existing investors,13500000.0
2016,"Sherpa Capital, Nyca Partners and Thomvest Ventures",13500000.0
2016,"Matrix Partners, Nexus Ventures",13500000.0
2016,Eduardo Saverin,13000000.0
2016,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",12500000.0
2016,Kalaari Capital,12400000.0
2016,"Sunil Munjal, Mariwala family",12300000.0
2016,"Sequoia Capital India, Omidyar Network, Kae Capital",12000000.0
2016,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",12000000.0
2016,"Ravi Adusumalli, SAIF Partners",12000000.0
2016,ADAG Reliance Private Equity,12000000.0
2016,"Zodius Technology Opportunities Fund, Matrix Partners",11100000.0
2016,Sequoia India,11000000.0
2016,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",11000000.0
2016,Verlinvest SA,10000000.0
2016,Star India Pvt. Ltd,10000000.0
2016,"Kaizen Management Advisors, DeVry Inc",10000000.0
2016,Eight Roads Ventures,10000000.0
2016,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",10000000.0
2016,"Lightspeed Venture Partners India, Lightspeed US",10000000.0
2016,"Unilazer Ventures,",10000000.0
2016,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",10000000.0
2016,Omidyar Network,10000000.0
2016,Paytm & existing investors,10000000.0
2016,Edelweiss Private Equity,9000000.0
2016,NSI Infinium Global Pvt. Ltd,8900000.0
2016,Nexus Venture Partners,8500000.0
2016,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",8000000.0
2016,"Venturra Capital, Sequoia India, Susquehanna International Group.\xc2\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",8000000.0
2016,"Accel Partners, RB Investments",8000000.0
2016,Gray Matters Capital,7500000.0
2016,"IIFL Seed Ventures Fund, Mayfield Ventures",7500000.0
2016,Accel Partners,7450000.0
2016,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",7400000.0
2016,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",7200000.0
2016,"Norwest Venture Partners, DST Global, Accel Partners",7000000.0
2016,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",7000000.0
2016,"Nexus Venture Partners, Blume Ventures",7000000.0
2016,Info Edge (India) Ltd,6790000.0
2016,PayU,6500000.0
2016,InnoVen Capital India,6000000.0
2016,GVFL,6000000.0
2016,"RB Investments PTE Ltd, Orios Venture Partners",6000000.0
2016,"Vertex Ventures, Cisco Ventures, IDG Ventures",6000000.0
2016,"JSW Ventures, Blume Ventures & IvyCap Ventures",6000000.0
2016,"Sequoia India, BEENEXT, Helion Ventures",6000000.0
2016,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",6000000.0
2016,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",6000000.0
2016,L\\xe2\\x80\\x99Occitane,6000000.0
2016,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",6000000.0
2016,Rainmaker Ventures,6000000.0
2016,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",6000000.0
2016,Carpediem Capital,6000000.0
2016,"IDG Ventures India, Inventus Capital, Blume Ventures",6000000.0
2016,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",5800000.0
2016,"Nahata Family, Waheed Alli",5400000.0
2016,"SAIF Partners, India Quotient",5350000.0
2016,"IDG Ventures, Sequoia Capital, GREE Ventures",5300000.0
2016,Undisclosed Investors,5220000.0
2016,"New Enterprise Associates (NEA), Blume Ventures",5200000.0
2016,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",5150000.0
2016,Aavishkaar,5000000.0
2016,Matrix Partners India,5000000.0
2016,Nandan Nilekani,5000000.0
2016,"Omidyar Network,",5000000.0
2016,Michael & Susan Dell Foundation,5000000.0
2016,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",5000000.0
2016,Lightbox Ventures,5000000.0
2016,Lightbox Ventures and others,5000000.0
2016,"Accel Partners, IDG Ventures India",5000000.0
2016,Tata Capital Innovation Fund,5000000.0
2016,Softbank Group,5000000.0
2016,"Aspada Advisors, IDG Ventures,\xc2\xa0 Inventus Capital",5000000.0
2016,Recruit Holdings,5000000.0
2016,Trifecta Capital,4800000.0
2016,undisclosed investors,4750000.0
2016,Sarva Capital,4700000.0
2016,"IvyCap Ventures, Orios Venture Partners, Mayfield India",4500000.0
2016,HT Media Ltd,4400000.0
2016,Accel Partners India,4400000.0
2016,"Accel Partners, Jungle Ventures, SeedPlus",4200000.0
2016,"Sequoia Capital, Unitus Seed Fund",4000000.0
2016,Undisclosed US Based Investors,4000000.0
2016,"SAIF Partners, IDG Ventures India",4000000.0
2016,Puneet Dalmia,4000000.0
2016,Artiman Ventures,4000000.0
2016,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",4000000.0
2016,"Wipro Ventures,\xc2\xa0 Lumis Partners",4000000.0
2016,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",4000000.0
2016,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",4000000.0
2016,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",3750000.0
2016,Songhyun Investment,3600000.0
2016,Brian Acton,3500000.0
2016,Saif Partners,3500000.0
2016,"Lemelson Foundation, Michael and Susan Dell Foundation",3500000.0
2016,"IDG Ventures, Accel Partners",3000000.0
2016,Mayfield India II Management Ltd,3000000.0
2016,"Kalaari Capital, IDG Ventures India",3000000.0
2016,Mayfield Ventures,3000000.0
2016,RoundGlass Partners,3000000.0
2016,"SIDBI Venture Capital Limited, YourNest Angel Fund",3000000.0
2016,Franchise India,3000000.0
2016,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",3000000.0
2016,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",3000000.0
2016,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",3000000.0
2016,CureFit,3000000.0
2016,Fork Media,3000000.0
2016,InnoVen Capital,3000000.0
2016,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",3000000.0
2016,GVFL Ltd,3000000.0
2016,BEENEXT,3000000.0
2016,"Dr. Abhishek Pandey, Jaysukh Sapra",3000000.0
2016,"Prime Venture Partners, Kalaari Capital",3000000.0
2016,"Xchange Investors NV, TransGlobal FZC",3000000.0
2016,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",3000000.0
2016,Lightspeed India,3000000.0
2016,Indian Angel Network,2802000.0
2016,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",2750000.0
2016,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",2700000.0
2016,General Catalyst Partners,2500000.0
2016,"Vipul Parekh, ajesh K Murthy,",2500000.0
2016,"Mistletoe, M&S Partners",2500000.0
2016,BlackSoil Capital Pvt. Ltd.,2500000.0
2016,"Insitor Impact Asia Fund, Acumen Fund",2500000.0
2016,India Quotient,2500000.0
2016,Syska LED group,2500000.0
2016,SRI Capital,2300000.0
2016,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",2300000.0
2016,"HDFC, Faering Capital, Elevate Sports",2200000.0
2016,Undisclosed Investors & Tamarind Family Private Trust,2200000.0
2016,Unilazer Ventures,2200000.0
